dataset,target,task_type,model,best_score,best_params,n_samples,n_features,n_cv_folds,timestamp,elapsed_seconds,accuracy,accuracy_std,f1_weighted,f1_weighted_std,precision_weighted,precision_weighted_std,recall_weighted,recall_weighted_std,r2,r2_std,neg_mean_squared_error,neg_mean_squared_error_std,neg_mean_absolute_error,neg_mean_absolute_error_std,mse,rmse,mae
deconvolution,Material,classification,K-Nearest Neighbors,0.7860869565217392,"{""knn__metric"": ""manhattan"", ""knn__n_neighbors"": 7, ""knn__weights"": ""distance""}",575,12,5,2026-01-18 21:09:55,0.8865838050842285,0.7860869565217392,0.013014460475735457,0.780043406205168,0.012948348261575753,0.7808896658149205,0.013222428623390715,0.7860869565217392,0.013014460475735457,,,,,,,,,
deconvolution,Thickness,classification,Gradient Boosting,0.6034782608695652,"{""gb__learning_rate"": 0.1, ""gb__max_depth"": 5, ""gb__n_estimators"": 200, ""gb__subsample"": 0.8}",575,12,5,2026-01-18 21:13:01,97.60063052177429,0.6034782608695652,0.02240712822039156,0.5641812002480884,0.027375849760003738,0.6068942184096107,0.024074906238246825,0.5947826086956521,0.03988641718671203,,,,,,,,,
deconvolution,Thickness,classification,Random Forest,0.5982608695652173,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",575,12,5,2026-01-18 21:11:17,43.46148633956909,0.5982608695652173,0.02930834703713519,0.5863786305548171,0.03455137327085418,0.6064238903025679,0.02650654064481806,0.5982608695652173,0.02930834703713519,,,,,,,,,
deconvolution,Thickness,classification,Hist Gradient Boosting,0.5965217391304348,"{""learning_rate"": 0.05, ""max_depth"": 5, ""max_iter"": 100}",575,12,5,2026-01-18 21:13:15,14.871678829193115,0.5965217391304348,0.011795356492391768,0.5896481649278773,0.010927275145291779,0.6009144398179039,0.01153136593569135,0.5965217391304348,0.011795356492391768,,,,,,,,,
deconvolution,Thickness,classification,Extra Trees,0.5808695652173913,"{""max_depth"": null, ""min_samples_split"": 2, ""n_estimators"": 100}",575,12,5,2026-01-18 21:11:23,5.881073713302612,0.5808695652173913,0.02158204112346238,0.5701699989498976,0.021684693202195512,0.5869656766009581,0.018244642807755947,0.5808695652173913,0.02158204112346238,,,,,,,,,
deconvolution,Thickness,classification,SVM,0.551304347826087,"{""svc__C"": 10, ""svc__gamma"": ""scale"", ""svc__kernel"": ""rbf""}",575,12,5,2026-01-18 21:13:17,1.5998294353485107,0.551304347826087,0.038339839452258447,0.5420166690116862,0.04022330092431653,0.5558155336604427,0.04182664483551145,0.551304347826087,0.038339839452258447,,,,,,,,,
deconvolution,Thickness,classification,K-Nearest Neighbors,0.5460869565217392,"{""knn__metric"": ""manhattan"", ""knn__n_neighbors"": 11, ""knn__weights"": ""distance""}",575,12,5,2026-01-18 21:13:18,0.8877451419830322,0.5460869565217392,0.03318049396232853,0.5266747591294352,0.037394093852905506,0.561215494757528,0.028669273343160162,0.5460869565217392,0.03318049396232853,,,,,,,,,
deconvolution,Thickness,classification,Logistic Regression,0.5199999999999999,"{""lr__C"": 1, ""lr__penalty"": ""l2"", ""lr__solver"": ""liblinear""}",575,12,5,2026-01-18 21:13:18,0.4953176975250244,0.5199999999999999,0.030322775259413355,0.4918221495674843,0.03866939821005244,0.519562106387242,0.030382625871586147,0.5199999999999999,0.030322775259413355,,,,,,,,,
deconvolution,Dielectric,classification,Random Forest,0.5913043478260869,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 10, ""n_estimators"": 100}",575,12,5,2026-01-18 21:14:41,43.98344922065735,0.5913043478260869,0.03648030776244008,0.5772890579077485,0.03876563717936296,0.5928172075520479,0.04620943215932766,0.5913043478260869,0.03648030776244008,,,,,,,,,
deconvolution,Dielectric,classification,Gradient Boosting,0.5860869565217393,"{""gb__learning_rate"": 0.1, ""gb__max_depth"": 3, ""gb__n_estimators"": 100, ""gb__subsample"": 0.8}",575,12,5,2026-01-18 21:17:21,154.04702353477478,0.5860869565217393,0.0294113643918048,0.561378769297041,0.054656630166634315,0.5767821331122086,0.055984279383919235,0.5704347826086956,0.04173913043478259,,,,,,,,,
deconvolution,Dielectric,classification,Extra Trees,0.5704347826086957,"{""max_depth"": 20, ""min_samples_split"": 5, ""n_estimators"": 200}",575,12,5,2026-01-18 21:14:47,5.948133707046509,0.5704347826086957,0.04385920074058605,0.5553185174602595,0.04768808107728879,0.5680898773352715,0.04862173847992734,0.5704347826086957,0.04385920074058605,,,,,,,,,
deconvolution,Dielectric,classification,Hist Gradient Boosting,0.5704347826086957,"{""learning_rate"": 0.05, ""max_depth"": 3, ""max_iter"": 100}",575,12,5,2026-01-18 21:17:44,23.10415554046631,0.5704347826086957,0.04937415501418571,0.5630201300546354,0.045750332102577514,0.5743986532111044,0.04621435066987796,0.5704347826086957,0.04937415501418571,,,,,,,,,
deconvolution,Dielectric,classification,SVM,0.528695652173913,"{""svc__C"": 1, ""svc__gamma"": ""scale"", ""svc__kernel"": ""rbf""}",575,12,5,2026-01-18 21:17:45,1.4111011028289795,0.528695652173913,0.04056314361631513,0.5139585773011864,0.04007230983439203,0.542959178883664,0.03509735635531471,0.528695652173913,0.04056314361631513,,,,,,,,,
deconvolution,Dielectric,classification,K-Nearest Neighbors,0.528695652173913,"{""knn__metric"": ""euclidean"", ""knn__n_neighbors"": 5, ""knn__weights"": ""distance""}",575,12,5,2026-01-18 21:17:46,0.9053025245666504,0.528695652173913,0.03225606433215895,0.5163796236525643,0.03654436085481279,0.5179142417035548,0.038944530500871266,0.528695652173913,0.03225606433215895,,,,,,,,,
deconvolution,Dielectric,classification,Logistic Regression,0.5113043478260869,"{""lr__C"": 1, ""lr__penalty"": ""l2"", ""lr__solver"": ""liblinear""}",575,12,5,2026-01-18 21:17:47,0.5084748268127441,0.5113043478260869,0.04807052160377479,0.4830881204845513,0.050098443050035336,0.5007434771823325,0.0601257026241073,0.5113043478260869,0.04807052160377479,,,,,,,,,
deconvolution,Size,regression,Extra Trees Regressor,0.37233351703856804,"{""max_depth"": 30, ""n_estimators"": 200}",575,12,5,2026-01-18 21:18:54,3.6341867446899414,,,,,,,,,0.37233351703856804,0.08900114213914366,-16.64668630434783,2.0349546372139797,-3.2692260869565217,0.18879505776748778,16.64668630434783,4.080035086166274,3.2692260869565217
deconvolution,Size,regression,Random Forest Regressor,0.34851755510490035,"{""max_depth"": 20, ""min_samples_split"": 10, ""n_estimators"": 100}",575,12,5,2026-01-18 21:18:50,25.75060272216797,,,,,,,,,0.34851755510490035,0.0912961887304167,-17.295479735888005,2.240989467833345,-3.30246708256224,0.22251979312380704,17.295479735888005,4.15878344421635,3.30246708256224
deconvolution,Size,regression,SVR,0.3482665142967839,"{""svr__C"": 10, ""svr__gamma"": ""auto"", ""svr__kernel"": ""rbf""}",575,12,5,2026-01-18 21:19:05,0.8475081920623779,,,,,,,,,0.3482665142967839,0.042580901055951054,-17.37091978532029,1.5210684019371346,-3.292556102103019,0.17881300758833188,17.37091978532029,4.167843541367681,3.292556102103019
deconvolution,Size,regression,Hist Gradient Boosting Regressor,0.3441013660107858,"{""learning_rate"": 0.05, ""max_depth"": 10, ""max_iter"": 100}",575,12,5,2026-01-18 21:19:04,2.6622207164764404,,,,,,,,,0.3441013660107858,0.07052267435043791,-17.43713942123046,1.7998365817866788,-3.3003389652517656,0.15687485809711338,17.43713942123046,4.175780097326781,3.3003389652517656
deconvolution,Size,regression,K-Neighbors Regressor,0.3290694504418579,"{""knr__metric"": ""euclidean"", ""knr__n_neighbors"": 11, ""knr__weights"": ""distance""}",575,12,5,2026-01-18 21:19:05,0.6782107353210449,,,,,,,,,0.3290694504418579,0.060517801002248094,-17.829328157098782,1.393674538619469,-3.371174093199781,0.1798464669598799,17.829328157098782,4.222478911385915,3.371174093199781
deconvolution,Size,regression,Ridge Regression,0.3277622343935057,"{""ridge__alpha"": 1}",575,12,5,2026-01-18 21:19:06,0.28632330894470215,,,,,,,,,0.3277622343935057,0.06776642743354588,-17.82777908568709,1.0742421294516908,-3.367813444620348,0.15597201332925317,17.82777908568709,4.222295475885965,3.367813444620348
deconvolution,Size,regression,Lasso Regression,0.3276924768535978,"{""lasso__alpha"": 0.0001}",575,12,5,2026-01-18 21:19:06,0.24669289588928223,,,,,,,,,0.3276924768535978,0.06795296298602585,-17.829249235424836,1.0744307453116102,-3.3668952230603266,0.15473257056550294,17.829249235424836,4.222469565956022,3.3668952230603266
deconvolution,Size,regression,Gradient Boosting Regressor,0.3186602396721264,"{""gbr__learning_rate"": 0.05, ""gbr__max_depth"": 3, ""gbr__n_estimators"": 100}",575,12,5,2026-01-18 21:19:01,7.307523488998413,,,,,,,,,0.3186602396721264,0.0967813765514947,-18.01817575023374,2.1555227229659972,-3.3664719485302035,0.2299551189323838,18.01817575023374,4.2447821793625335,3.3664719485302035
deconvolution,Size,regression,MLP Regressor,0.06111375508801864,"{""mlp__alpha"": 0.001, ""mlp__hidden_layer_sizes"": [50, 50, 50], ""mlp__learning_rate_init"": 0.01}",575,12,5,2026-01-18 21:19:21,15.455914974212646,,,,,,,,,0.06111375508801864,0.1576255400042691,-27.21853091132898,5.331769782202044,-4.448432515209698,0.605128174520025,27.21853091132898,5.217138191703281,4.448432515209698
deconvolution_enhanced,Material,classification,Random Forest,1.0,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 5, ""n_estimators"": 100}",575,57,5,2026-01-18 21:20:07,43.96103549003601,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,
deconvolution_enhanced,Material,classification,Gradient Boosting,0.9982608695652175,"{""gb__learning_rate"": 0.05, ""gb__max_depth"": 3, ""gb__n_estimators"": 100, ""gb__subsample"": 0.8}",575,57,5,2026-01-18 21:20:47,34.70128631591797,0.9982608695652175,0.003478260869565197,0.9982540911314206,0.0034918177371585646,0.9982826086956521,0.003434782608695653,0.9982608695652175,0.003478260869565197,,,,,,,,,
deconvolution_enhanced,Material,classification,Hist Gradient Boosting,0.9965217391304348,"{""learning_rate"": 0.05, ""max_depth"": 3, ""max_iter"": 100}",575,57,5,2026-01-18 21:20:54,7.536645889282227,0.9965217391304348,0.004259982161362024,0.9965081822628414,0.004276585865419136,0.9965652173913042,0.004206732384345023,0.9965217391304348,0.004259982161362024,,,,,,,,,
deconvolution_enhanced,Material,classification,Logistic Regression,0.9791304347826089,"{""lr__C"": 10, ""lr__penalty"": ""l2"", ""lr__solver"": ""lbfgs""}",575,57,5,2026-01-18 21:21:15,1.1368217468261719,0.9791304347826089,0.010434782608695672,0.9790627249981094,0.010512925402783504,0.979811180921551,0.010202508864141167,0.9791304347826089,0.010434782608695672,,,,,,,,,
deconvolution_enhanced,Material,classification,SVM,0.9756521739130435,"{""svc__C"": 10, ""svc__gamma"": ""scale"", ""svc__kernel"": ""linear""}",575,57,5,2026-01-18 21:20:55,0.7357223033905029,0.9756521739130435,0.010140785904078806,0.975476849686357,0.01030562865779181,0.9762190805194398,0.00989419611214657,0.9756521739130435,0.010140785904078806,,,,,,,,,
deconvolution_enhanced,Material,classification,Extra Trees,0.9617391304347827,"{""max_depth"": 20, ""min_samples_split"": 2, ""n_estimators"": 200}",575,57,5,2026-01-18 21:20:12,5.483124494552612,0.9617391304347827,0.017905443723455667,0.9617274191248985,0.017880442495027574,0.9622005105088212,0.018218315881027746,0.9617391304347827,0.017905443723455667,,,,,,,,,
deconvolution_enhanced,Material,classification,K-Nearest Neighbors,0.8556521739130435,"{""knn__metric"": ""euclidean"", ""knn__n_neighbors"": 7, ""knn__weights"": ""distance""}",575,57,5,2026-01-18 21:21:14,18.807607173919678,0.8556521739130435,0.03504250726888674,0.8498036360941029,0.03890700146742063,0.8562191712743206,0.03440293730510275,0.8556521739130435,0.03504250726888674,,,,,,,,,
deconvolution_enhanced,Thickness,classification,Hist Gradient Boosting,0.9860869565217392,"{""learning_rate"": 0.05, ""max_depth"": 3, ""max_iter"": 100}",575,57,5,2026-01-18 21:28:33,26.530416250228882,0.9860869565217392,0.008867860023639623,0.986091330065548,0.008832166828253881,0.9867506503158676,0.008312941048918806,0.9860869565217392,0.008867860023639623,,,,,,,,,
deconvolution_enhanced,Thickness,classification,Gradient Boosting,0.9791304347826086,"{""gb__learning_rate"": 0.05, ""gb__max_depth"": 3, ""gb__n_estimators"": 100, ""gb__subsample"": 0.8}",575,57,5,2026-01-18 21:28:06,305.85819697380066,0.9791304347826086,0.006956521739130433,0.9791825377550374,0.006931938873952446,0.980278776837535,0.006486967735738752,0.9791304347826086,0.006956521739130433,,,,,,,,,
deconvolution_enhanced,Thickness,classification,Random Forest,0.8208695652173914,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 100}",575,57,5,2026-01-18 21:22:54,60.43034386634827,0.8208695652173914,0.03140081753959614,0.8163011401687317,0.03448693830837569,0.8225057405607974,0.03444850586157821,0.8208695652173914,0.03140081753959614,,,,,,,,,
deconvolution_enhanced,Thickness,classification,Extra Trees,0.7443478260869565,"{""max_depth"": null, ""min_samples_split"": 5, ""n_estimators"": 200}",575,57,5,2026-01-18 21:23:01,6.822199821472168,0.7443478260869565,0.023072172454646236,0.7383068094346867,0.025491100214733393,0.7540743527104592,0.025447486061450763,0.7443478260869565,0.023072172454646236,,,,,,,,,
deconvolution_enhanced,Thickness,classification,SVM,0.6,"{""svc__C"": 10, ""svc__gamma"": ""scale"", ""svc__kernel"": ""rbf""}",575,57,5,2026-01-18 21:28:36,3.022420883178711,0.6,0.04224333148344739,0.5920087777401466,0.0482177168745842,0.5966361991524065,0.04832183642693207,0.6,0.04224333148344739,,,,,,,,,
deconvolution_enhanced,Thickness,classification,K-Nearest Neighbors,0.5617391304347825,"{""knn__metric"": ""manhattan"", ""knn__n_neighbors"": 5, ""knn__weights"": ""distance""}",575,57,5,2026-01-18 21:28:55,18.84934139251709,0.5617391304347825,0.03091545884283684,0.5506990708625257,0.03221297727267907,0.5636082429474414,0.030998248052966033,0.5617391304347825,0.03091545884283684,,,,,,,,,
deconvolution_enhanced,Thickness,classification,Logistic Regression,0.5582608695652174,"{""lr__C"": 1, ""lr__penalty"": ""l2"", ""lr__solver"": ""liblinear""}",575,57,5,2026-01-18 21:28:56,1.4734320640563965,0.5582608695652174,0.03452075346309426,0.5470968844737026,0.03736266159273068,0.564218029924944,0.029916133169517457,0.5582608695652174,0.03452075346309426,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,Hist Gradient Boosting,0.9895652173913044,"{""learning_rate"": 0.05, ""max_depth"": 3, ""max_iter"": 100}",575,57,5,2026-01-18 21:38:41,36.213958978652954,0.9895652173913044,0.003478260869565242,0.9895175598483916,0.0035071920865606954,0.9902621612544887,0.0030697275587713555,0.9895652173913044,0.003478260869565242,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,Gradient Boosting,0.9878260869565217,"{""gb__learning_rate"": 0.1, ""gb__max_depth"": 3, ""gb__n_estimators"": 100, ""gb__subsample"": 0.8}",575,57,5,2026-01-18 21:38:05,443.44244861602783,0.9878260869565217,0.008867860023639623,0.9860156929107893,0.006941145401116586,0.98534502199803,0.007907287041379045,0.9860869565217392,0.010434782608695643,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,Random Forest,0.8400000000000001,"{""max_depth"": null, ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 200}",575,57,5,2026-01-18 21:30:35,60.289390087127686,0.8400000000000001,0.006956521739130444,0.8365521680655554,0.006924848995198174,0.8461353272257801,0.009160927800020905,0.8400000000000001,0.006956521739130444,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,SVM,0.8365217391304348,"{""svc__C"": 10, ""svc__gamma"": ""scale"", ""svc__kernel"": ""linear""}",575,57,5,2026-01-18 21:38:43,1.3244452476501465,0.8365217391304348,0.022940706014387666,0.8361402604547432,0.02493336942580553,0.8488527664107531,0.026472959240063182,0.8365217391304348,0.022940706014387666,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,Logistic Regression,0.7843478260869565,"{""lr__C"": 10, ""lr__penalty"": ""l2"", ""lr__solver"": ""lbfgs""}",575,57,5,2026-01-18 21:39:03,1.5156688690185547,0.7843478260869565,0.02422328396032021,0.7813778541663137,0.026768552811055318,0.7907189194191717,0.021867158183564238,0.7843478260869565,0.02422328396032021,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,Extra Trees,0.7513043478260869,"{""max_depth"": 20, ""min_samples_split"": 5, ""n_estimators"": 100}",575,57,5,2026-01-18 21:30:42,6.889391183853149,0.7513043478260869,0.02496121755549099,0.7418869816880592,0.02673352938167641,0.7645984056201447,0.025170317965179018,0.7513043478260869,0.02496121755549099,,,,,,,,,
deconvolution_enhanced,Dielectric,classification,K-Nearest Neighbors,0.5599999999999999,"{""knn__metric"": ""manhattan"", ""knn__n_neighbors"": 5, ""knn__weights"": ""distance""}",575,57,5,2026-01-18 21:39:02,18.812679767608643,0.5599999999999999,0.035042507268886774,0.5489867821275914,0.04055094167418259,0.5644883694333325,0.045567427170188794,0.5599999999999999,0.035042507268886774,,,,,,,,,
deconvolution_enhanced,Size,regression,Gradient Boosting Regressor,0.46286942451965285,"{""gbr__learning_rate"": 0.05, ""gbr__max_depth"": 3, ""gbr__n_estimators"": 200}",575,57,5,2026-01-18 21:41:44,28.604966163635254,,,,,,,,,0.46286942451965285,0.04403894412669564,-14.27537293879046,0.8834382232192473,-2.918274684833522,0.1333004577102852,14.27537293879046,3.7782764508159614,2.918274684833522
deconvolution_enhanced,Size,regression,Hist Gradient Boosting Regressor,0.4522282387694549,"{""learning_rate"": 0.1, ""max_depth"": 3, ""max_iter"": 100}",575,57,5,2026-01-18 21:41:50,6.087156772613525,,,,,,,,,0.4522282387694549,0.03342155283119379,-14.586729731141665,1.0576243244631887,-2.9900215537028494,0.12657385472255378,14.586729731141665,3.819257746099583,2.9900215537028494
deconvolution_enhanced,Size,regression,Extra Trees Regressor,0.4092546412575949,"{""max_depth"": 20, ""n_estimators"": 200}",575,57,5,2026-01-18 21:41:15,10.061002254486084,,,,,,,,,0.4092546412575949,0.05091414934839605,-15.686480648265519,0.9463923777990966,-3.1253021733895467,0.12693101568569204,15.686480648265519,3.9606161955263373,3.1253021733895467
deconvolution_enhanced,Size,regression,Random Forest Regressor,0.38636577349934287,"{""max_depth"": 20, ""min_samples_split"": 5, ""n_estimators"": 200}",575,57,5,2026-01-18 21:41:05,83.71339440345764,,,,,,,,,0.38636577349934287,0.05623346997780098,-16.27943283311472,0.8384289166211476,-3.184539277678822,0.1275084596017447,16.27943283311472,4.034777916207374,3.184539277678822
deconvolution_enhanced,Size,regression,SVR,0.3169300060075261,"{""svr__C"": 1, ""svr__gamma"": ""scale"", ""svr__kernel"": ""rbf""}",575,57,5,2026-01-18 21:41:52,2.313669204711914,,,,,,,,,0.3169300060075261,0.0599599847315388,-18.149542409241747,1.331280703468763,-3.389428779700425,0.16617013553857232,18.149542409241747,4.260227976205234,3.389428779700425
deconvolution_enhanced,Size,regression,K-Neighbors Regressor,0.29396501741380543,"{""knr__metric"": ""manhattan"", ""knr__n_neighbors"": 11, ""knr__weights"": ""distance""}",575,57,5,2026-01-18 21:41:53,0.8460392951965332,,,,,,,,,0.29396501741380543,0.0735618827487957,-18.75669208788823,1.7249925985026295,-3.4743559019859545,0.14400052505484226,18.75669208788823,4.330899685733696,3.4743559019859545
deconvolution_enhanced,Size,regression,Ridge Regression,0.23384243504224617,"{""ridge__alpha"": 1000}",575,57,5,2026-01-18 21:41:53,0.28275251388549805,,,,,,,,,0.23384243504224617,0.08382993784262059,-20.47956483236367,2.9512742448208202,-3.713305169270329,0.2514607959820338,20.47956483236367,4.5254353196530905,3.713305169270329
deconvolution_enhanced,Size,regression,Lasso Regression,0.010045383032725397,"{""lasso__alpha"": 0.1}",575,57,5,2026-01-18 21:41:54,0.5286619663238525,,,,,,,,,0.010045383032725397,0.5386318652880236,-26.689948371629022,15.463567971385546,-3.559918190456206,0.3587362726708921,26.689948371629022,5.166231544523438,3.559918190456206
deconvolution_enhanced,Size,regression,MLP Regressor,-7.18470730792716,"{""mlp__alpha"": 0.01, ""mlp__hidden_layer_sizes"": [100], ""mlp__learning_rate_init"": 0.01}",575,57,5,2026-01-18 21:42:05,11.531938314437866,,,,,,,,,-7.18470730792716,13.138015570900999,-520.1221615400434,936.8935509342241,-5.693741587684733,1.8652977023901565,520.1221615400434,22.806186913643486,5.693741587684733
